name,full_name,URL,desc.,total_commits,last_commit,commits_2024,stars,fork,forks,lang,size,score,template,archived,disabled,contributors_url,collaborators_url,collaborators,search_term
ragflow,infiniflow/ragflow,https://github.com/infiniflow/ragflow,RAGFlow is a leading open-source Retrieval-Augmented Generation (RAG) engine that fuses cutting-edge RAG with Agent capabilities to create a superior context layer for LLMs,4456,2025-11-14T13:17:07Z,1989,67724,False,7234,TypeScript,93712,1.0,False,False,False,https://api.github.com/repos/infiniflow/ragflow/contributors,https://api.github.com/repos/infiniflow/ragflow/collaborators{/collaborator},100,edge ai
mediapipe,google-ai-edge/mediapipe,https://github.com/google-ai-edge/mediapipe,"Cross-platform, customizable ML solutions for live and streaming media.",5092,2025-11-14T23:46:24Z,1396,31932,False,5612,C++,605480,1.0,False,False,False,https://api.github.com/repos/google-ai-edge/mediapipe/contributors,https://api.github.com/repos/google-ai-edge/mediapipe/collaborators{/collaborator},94,edge ai
semantic-kernel,microsoft/semantic-kernel,https://github.com/microsoft/semantic-kernel,Integrate cutting-edge LLM technology quickly and easily into your apps,4819,2025-11-15T07:29:24Z,1697,26673,False,4341,C#,92052,1.0,False,False,False,https://api.github.com/repos/microsoft/semantic-kernel/contributors,https://api.github.com/repos/microsoft/semantic-kernel/collaborators{/collaborator},100,edge ai
UI-TARS-desktop,bytedance/UI-TARS-desktop,https://github.com/bytedance/UI-TARS-desktop,The Open-Source Multimodal AI Agent Stack: Connecting Cutting-Edge AI Models and Agent Infra,1086,2025-11-14T06:22:38Z,0,19497,False,1853,TypeScript,190579,1.0,False,False,False,https://api.github.com/repos/bytedance/UI-TARS-desktop/contributors,https://api.github.com/repos/bytedance/UI-TARS-desktop/collaborators{/collaborator},43,edge ai
ktransformers,kvcache-ai/ktransformers,https://github.com/kvcache-ai/ktransformers,A Flexible Framework for Experiencing Cutting-edge LLM Inference Optimizations,1097,2025-11-15T12:56:39Z,98,15688,False,1134,Python,37941,1.0,False,False,False,https://api.github.com/repos/kvcache-ai/ktransformers/contributors,https://api.github.com/repos/kvcache-ai/ktransformers/collaborators{/collaborator},86,edge ai
gallery,google-ai-edge/gallery,https://github.com/google-ai-edge/gallery,A gallery that showcases on-device ML/GenAI use cases and allows people to try and use models locally.,181,2025-11-14T22:43:52Z,0,14339,False,1203,Kotlin,1755,1.0,False,False,False,https://api.github.com/repos/google-ai-edge/gallery/contributors,https://api.github.com/repos/google-ai-edge/gallery/collaborators{/collaborator},7,edge ai
AI-on-the-edge-device,jomjol/AI-on-the-edge-device,https://github.com/jomjol/AI-on-the-edge-device,"Easy to use device for connecting ""old"" measuring units (water, power, gas, ...) to the digital world",2122,2025-09-07T15:47:40Z,271,7695,False,796,C++,164375,1.0,False,False,False,https://api.github.com/repos/jomjol/AI-on-the-edge-device/contributors,https://api.github.com/repos/jomjol/AI-on-the-edge-device/collaborators{/collaborator},66,edge ai
inngest,inngest/inngest,https://github.com/inngest/inngest,"The leading workflow orchestration platform.  Run stateful step functions and AI workflows on serverless, servers, or the edge.",5198,2025-11-15T01:15:12Z,1097,4155,False,194,Go,350625,1.0,False,False,False,https://api.github.com/repos/inngest/inngest/contributors,https://api.github.com/repos/inngest/inngest/collaborators{/collaborator},39,edge ai
cactus,cactus-compute/cactus,https://github.com/cactus-compute/cactus,Kernels & AI inference engine for phones,447,2025-11-15T01:56:40Z,0,3710,False,216,C++,1077490,1.0,False,False,False,https://api.github.com/repos/cactus-compute/cactus/contributors,https://api.github.com/repos/cactus-compute/cactus/collaborators{/collaborator},25,edge ai
VILA,NVlabs/VILA,https://github.com/NVlabs/VILA,"VILA is a family of state-of-the-art vision language models (VLMs) for diverse multimodal AI tasks across the edge, data center, and cloud.",126,2025-10-20T09:25:00Z,59,3655,False,305,Python,75676,1.0,False,False,False,https://api.github.com/repos/NVlabs/VILA/contributors,https://api.github.com/repos/NVlabs/VILA/collaborators{/collaborator},22,edge ai
executorch,pytorch/executorch,https://github.com/pytorch/executorch,"On-device AI across mobile, embedded and edge for PyTorch",9873,2025-11-15T12:25:27Z,3856,3511,False,722,Python,287274,1.0,False,False,False,https://api.github.com/repos/pytorch/executorch/contributors,https://api.github.com/repos/pytorch/executorch/collaborators{/collaborator},100,edge ai
runanywhere-sdks,RunanywhereAI/runanywhere-sdks,https://github.com/RunanywhereAI/runanywhere-sdks,Production ready toolkit to run AI locally,595,2025-11-08T23:16:28Z,0,3428,False,67,Kotlin,9495,1.0,False,False,False,https://api.github.com/repos/RunanywhereAI/runanywhere-sdks/contributors,https://api.github.com/repos/RunanywhereAI/runanywhere-sdks/collaborators{/collaborator},4,edge ai
chat-ollama,sugarforever/chat-ollama,https://github.com/sugarforever/chat-ollama,ChatOllama is an open-source AI chatbot that brings cutting-edge language models to your fingertips while keeping your data private and secure.,895,2025-11-06T20:21:59Z,625,3427,False,560,TypeScript,3942,1.0,True,False,False,https://api.github.com/repos/sugarforever/chat-ollama/contributors,https://api.github.com/repos/sugarforever/chat-ollama/collaborators{/collaborator},21,edge ai
moonshine,moonshine-ai/moonshine,https://github.com/moonshine-ai/moonshine,Fast and accurate automatic speech recognition (ASR) for edge devices,65,2025-10-17T18:20:02Z,49,2955,False,154,Python,2705,1.0,False,False,False,https://api.github.com/repos/moonshine-ai/moonshine/contributors,https://api.github.com/repos/moonshine-ai/moonshine/collaborators{/collaborator},10,edge ai
Java-Interview-Tutorial,Java-Edge/Java-Interview-Tutorial,https://github.com/Java-Edge/Java-Interview-Tutorial,请star，勿fork，因为爱force push！涵盖国际大厂Java/数据库/DDD/设计模式/微服务/中间件/AI大模型应用/区块链开发最佳实践。关注公众号【JavaEdge】，一起交流学习！,235,2025-10-19T14:28:43Z,209,2833,False,494,Shell,59089,1.0,False,False,False,https://api.github.com/repos/Java-Edge/Java-Interview-Tutorial/contributors,https://api.github.com/repos/Java-Edge/Java-Interview-Tutorial/collaborators{/collaborator},4,edge ai
mediapipe-samples,google-ai-edge/mediapipe-samples,https://github.com/google-ai-edge/mediapipe-samples,,988,2025-11-15T12:38:56Z,128,2364,False,658,Jupyter Notebook,138736,1.0,False,False,False,https://api.github.com/repos/google-ai-edge/mediapipe-samples/contributors,https://api.github.com/repos/google-ai-edge/mediapipe-samples/collaborators{/collaborator},60,edge ai
DeepCamera,SharpAI/DeepCamera,https://github.com/SharpAI/DeepCamera,"Open-Source AI Camera. Empower any camera/CCTV with state-of-the-art AI, including facial recognition, person recognition(RE-ID) car detection, fall detection and more",961,2025-02-02T19:00:41Z,0,2247,False,369,JavaScript,244177,1.0,False,False,False,https://api.github.com/repos/SharpAI/DeepCamera/contributors,https://api.github.com/repos/SharpAI/DeepCamera/collaborators{/collaborator},13,edge ai
yomo,yomorun/yomo,https://github.com/yomorun/yomo,🦖 Serverless AI Agent Framework with Geo-distributed Edge AI Infra.,669,2025-11-13T16:43:37Z,141,1861,False,139,Go,69266,1.0,False,False,False,https://api.github.com/repos/yomorun/yomo/contributors,https://api.github.com/repos/yomorun/yomo/collaborators{/collaborator},19,edge ai
coralnpu,google-coral/coralnpu,https://github.com/google-coral/coralnpu,A machine learning accelerator core designed for energy-efficient AI at the edge.,1138,2025-11-13T22:30:43Z,177,1806,False,191,Emacs Lisp,8194,1.0,False,False,False,https://api.github.com/repos/google-coral/coralnpu/contributors,https://api.github.com/repos/google-coral/coralnpu/collaborators{/collaborator},20,edge ai
Vitis-AI,Xilinx/Vitis-AI,https://github.com/Xilinx/Vitis-AI,"Vitis AI is Xilinx’s development stack for AI inference on Xilinx hardware platforms, including both edge devices and Alveo cards.",1253,2025-03-30T00:58:30Z,3,1666,False,661,Python,2361725,1.0,False,False,False,https://api.github.com/repos/Xilinx/Vitis-AI/contributors,https://api.github.com/repos/Xilinx/Vitis-AI/collaborators{/collaborator},34,edge ai
noScribe,kaixxx/noScribe,https://github.com/kaixxx/noScribe,Cutting edge AI technology for automated audio transcription. A nice GUI for OpenAIs Whisper and pyannote (speaker identification),611,2025-11-06T11:06:39Z,99,1507,False,275,Python,341302,1.0,False,False,False,https://api.github.com/repos/kaixxx/noScribe/contributors,https://api.github.com/repos/kaixxx/noScribe/collaborators{/collaborator},14,edge ai
openai-edge-tts,travisvn/openai-edge-tts,https://github.com/travisvn/openai-edge-tts,"Free, high-quality text-to-speech API endpoint to replace OpenAI, Azure, or ElevenLabs",44,2025-07-01T23:56:27Z,35,1380,False,213,Python,56,1.0,False,False,False,https://api.github.com/repos/travisvn/openai-edge-tts/contributors,https://api.github.com/repos/travisvn/openai-edge-tts/collaborators{/collaborator},1,edge ai
model-explorer,google-ai-edge/model-explorer,https://github.com/google-ai-edge/model-explorer,A modern model graph visualizer and debugger,557,2025-11-14T05:02:47Z,285,1332,False,132,JavaScript,90589,1.0,False,False,False,https://api.github.com/repos/google-ai-edge/model-explorer/contributors,https://api.github.com/repos/google-ai-edge/model-explorer/collaborators{/collaborator},29,edge ai
sre,SmythOS/sre,https://github.com/SmythOS/sre,"The SmythOS Runtime Environment (SRE) is an open-source, cloud-native runtime for agentic AI. Secure, modular, and production-ready, it lets developers build, run, and manage intelligent agents across local, cloud, and edge environments.",1704,2025-11-14T15:10:10Z,453,1167,False,181,TypeScript,29103,1.0,False,False,False,https://api.github.com/repos/SmythOS/sre/contributors,https://api.github.com/repos/SmythOS/sre/collaborators{/collaborator},20,edge ai
edgeai-for-beginners,microsoft/edgeai-for-beginners,https://github.com/microsoft/edgeai-for-beginners,"This course is designed to guide beginners through the exciting world of Edge AI, covering fundamental concepts, popular models, inference techniques, device-specific applications, model optimization, and the development of intelligent Edge AI agents.",460,2025-11-12T12:21:35Z,0,1147,False,211,Jupyter Notebook,146309,1.0,False,False,False,https://api.github.com/repos/microsoft/edgeai-for-beginners/contributors,https://api.github.com/repos/microsoft/edgeai-for-beginners/collaborators{/collaborator},12,edge ai
MouseTooltipTranslator,ttop32/MouseTooltipTranslator,https://github.com/ttop32/MouseTooltipTranslator,"Mouseover Translate Any Language At Once - Chrome Extension: PDF Translator, EBOOK, EPUB, OCR, TTS, NETFLIX, YOUTUBE DUAL SUBTITLES, GOOGLE DOCS, AI, VIEWER, GMAIL, WRITING, IMAGE, DUAL SUBS, MANGA, HOVER, DICTIONARY, WEBTOON, EDGE, JAPANESE, ENGLISH",1578,2025-10-25T09:56:23Z,674,1040,False,156,JavaScript,115206,1.0,False,False,False,https://api.github.com/repos/ttop32/MouseTooltipTranslator/contributors,https://api.github.com/repos/ttop32/MouseTooltipTranslator/collaborators{/collaborator},13,edge ai
LiteRT,google-ai-edge/LiteRT,https://github.com/google-ai-edge/LiteRT,"LiteRT, successor to TensorFlow Lite. is Google's On-device framework for high-performance ML & GenAI deployment on edge platforms, via efficient conversion, runtime, and optimization",3102,2025-11-15T13:09:15Z,175,937,False,134,C++,335564,1.0,False,False,False,https://api.github.com/repos/google-ai-edge/LiteRT/contributors,https://api.github.com/repos/google-ai-edge/LiteRT/collaborators{/collaborator},100,edge ai
SydneyQt,juzeon/SydneyQt,https://github.com/juzeon/SydneyQt,A cross-platform desktop client for the jailbroken New Bing AI Copilot (Sydney ver.) built with Go and Wails (previously based on Python and Qt).,424,2024-11-22T06:45:49Z,185,880,False,79,Go,13042,1.0,False,False,False,https://api.github.com/repos/juzeon/SydneyQt/contributors,https://api.github.com/repos/juzeon/SydneyQt/collaborators{/collaborator},3,edge ai
Vision-Agents,GetStream/Vision-Agents,https://github.com/GetStream/Vision-Agents,Open Vision Agents by Stream. Build Vision Agents quickly with any model or video provider. Uses Stream's edge network for ultra-low latency.,827,2025-11-14T20:45:59Z,0,840,False,108,Python,17715,1.0,False,False,False,https://api.github.com/repos/GetStream/Vision-Agents/contributors,https://api.github.com/repos/GetStream/Vision-Agents/collaborators{/collaborator},11,edge ai
ai-edge-torch,google-ai-edge/ai-edge-torch,https://github.com/google-ai-edge/ai-edge-torch,Supporting PyTorch models with the Google AI Edge TFLite runtime.,556,2025-11-12T22:58:59Z,290,830,False,122,Jupyter Notebook,12193,1.0,False,False,False,https://api.github.com/repos/google-ai-edge/ai-edge-torch/contributors,https://api.github.com/repos/google-ai-edge/ai-edge-torch/collaborators{/collaborator},38,edge ai
Magick,Oneirocom/Magick,https://github.com/Oneirocom/Magick,Magick is a cutting-edge toolkit for a new kind of AI builder. Make Magick with us!,9575,2025-06-24T18:36:14Z,3817,821,False,133,TypeScript,240758,1.0,False,False,False,https://api.github.com/repos/Oneirocom/Magick/contributors,https://api.github.com/repos/Oneirocom/Magick/collaborators{/collaborator},37,edge ai
model_server,openvinotoolkit/model_server,https://github.com/openvinotoolkit/model_server,A scalable inference server for models optimized with OpenVINO™,3237,2025-11-14T23:42:52Z,484,790,False,232,C++,76626,1.0,False,False,False,https://api.github.com/repos/openvinotoolkit/model_server/contributors,https://api.github.com/repos/openvinotoolkit/model_server/collaborators{/collaborator},47,edge ai
llamafarm,llama-farm/llamafarm,https://github.com/llama-farm/llamafarm,"Deploy any AI model, agent, database, RAG, and pipeline locally or remotely in minutes",600,2025-11-15T05:04:12Z,0,640,False,28,Python,143237,1.0,False,False,False,https://api.github.com/repos/llama-farm/llamafarm/contributors,https://api.github.com/repos/llama-farm/llamafarm/collaborators{/collaborator},9,edge ai
MaixPy,sipeed/MaixPy,https://github.com/sipeed/MaixPy,Easily create AI projects with Python on edge device,596,2025-11-04T11:47:48Z,408,615,False,82,Python,86427,1.0,False,False,False,https://api.github.com/repos/sipeed/MaixPy/contributors,https://api.github.com/repos/sipeed/MaixPy/collaborators{/collaborator},16,edge ai
dlstreamer,dlstreamer/dlstreamer,https://github.com/dlstreamer/dlstreamer,"DL Streamer is now part of Open Edge Platform, for latest updates and releases please visit new repo: https://github.com/open-edge-platform/edge-ai-libraries/tree/main/libraries/dl-streamer",101,2025-07-18T08:00:08Z,11,563,False,177,C++,10015,1.0,False,True,False,https://api.github.com/repos/dlstreamer/dlstreamer/contributors,https://api.github.com/repos/dlstreamer/dlstreamer/collaborators{/collaborator},22,edge ai
chat2geo,GeoRetina/chat2geo,https://github.com/GeoRetina/chat2geo,"Chat2Geo delivers a ChatGPT-like experience tailored for remote-sensing-based geospatial analysis. Its mission is to democratize geospatial insights at scale by harnessing cutting-edge AI technologies, making advanced analysis accessible to everyone.",65,2025-09-02T15:17:07Z,0,488,False,107,TypeScript,909,1.0,False,True,False,https://api.github.com/repos/GeoRetina/chat2geo/contributors,https://api.github.com/repos/GeoRetina/chat2geo/collaborators{/collaborator},1,edge ai
sandbox-sdk,cloudflare/sandbox-sdk,https://github.com/cloudflare/sandbox-sdk,Run sandboxed code environments on Cloudflare's edge network,237,2025-11-14T14:13:46Z,0,477,False,36,TypeScript,2679,1.0,False,False,False,https://api.github.com/repos/cloudflare/sandbox-sdk/contributors,https://api.github.com/repos/cloudflare/sandbox-sdk/collaborators{/collaborator},16,edge ai
edge-ai,crespum/edge-ai,https://github.com/crespum/edge-ai,A curated list of resources for embedded AI,63,2025-11-07T18:21:40Z,9,476,False,55,,53,1.0,False,False,False,https://api.github.com/repos/crespum/edge-ai/contributors,https://api.github.com/repos/crespum/edge-ai/collaborators{/collaborator},6,edge ai
LiteRT-LM,google-ai-edge/LiteRT-LM,https://github.com/google-ai-edge/LiteRT-LM,,737,2025-11-15T01:48:46Z,0,473,False,58,C++,1255442,1.0,False,False,False,https://api.github.com/repos/google-ai-edge/LiteRT-LM/contributors,https://api.github.com/repos/google-ai-edge/LiteRT-LM/collaborators{/collaborator},23,edge ai
RealtimeSTT_LLM_TTS,Ikaros-521/RealtimeSTT_LLM_TTS,https://github.com/Ikaros-521/RealtimeSTT_LLM_TTS,实时STT，连接OpenAI接口/智谱AI（流式LLM）和GPT-SOVITS/Edge-TTS，通过网页的方式，进行跨网络的服务调用，实现实时对话的效果,20,2024-12-31T09:30:03Z,20,424,False,51,Python,324,1.0,False,False,False,https://api.github.com/repos/Ikaros-521/RealtimeSTT_LLM_TTS/contributors,https://api.github.com/repos/Ikaros-521/RealtimeSTT_LLM_TTS/collaborators{/collaborator},1,edge ai
EdgeChains,arakoodev/EdgeChains,https://github.com/arakoodev/EdgeChains,"EdgeChains.js is Full-Stack GenAI library. Front-end, backend, apis, prompt management, distributed computing. All core prompts & chains are managed declaratively in jsonnet (and not hidden in classes)",468,2025-09-07T09:23:40Z,224,406,False,83,JavaScript,63541,1.0,False,False,False,https://api.github.com/repos/arakoodev/EdgeChains/contributors,https://api.github.com/repos/arakoodev/EdgeChains/collaborators{/collaborator},20,edge ai
edge,cartesia-ai/edge,https://github.com/cartesia-ai/edge,On-device intelligence.,6,2025-03-24T05:41:59Z,2,388,False,29,Python,4285,1.0,False,False,False,https://api.github.com/repos/cartesia-ai/edge/contributors,https://api.github.com/repos/cartesia-ai/edge/collaborators{/collaborator},3,edge ai
vscode-tools-for-ai,microsoft/vscode-tools-for-ai,https://github.com/microsoft/vscode-tools-for-ai,"Azure Machine Learning for Visual Studio Code, previously called Visual Studio Code Tools for AI, is an extension to easily build, train, and deploy machine learning models to the cloud or the edge with Azure Machine Learning service.",160,2025-10-20T09:37:02Z,6,340,False,105,Python,115471,1.0,False,False,False,https://api.github.com/repos/microsoft/vscode-tools-for-ai/contributors,https://api.github.com/repos/microsoft/vscode-tools-for-ai/collaborators{/collaborator},23,edge ai
browser-operator-core,BrowserOperator/browser-operator-core,https://github.com/BrowserOperator/browser-operator-core,"Browser Operator - The AI browser with built in Multi-Agent platform! Open source alternative to ChatGPT Atlas, Perplexity Comet, Dia and Microsoft CoPilot Edge Browser",28534,2025-11-15T05:32:58Z,4829,323,False,50,TypeScript,1073225,1.0,False,False,False,https://api.github.com/repos/BrowserOperator/browser-operator-core/contributors,https://api.github.com/repos/BrowserOperator/browser-operator-core/collaborators{/collaborator},100,edge ai
image-classification-with-local-vlms,Paulescu/image-classification-with-local-vlms,https://github.com/Paulescu/image-classification-with-local-vlms,Learn to build and deploy local Visual Language Models for Edge AI,38,2025-10-30T10:13:48Z,0,320,False,38,Jupyter Notebook,65119,1.0,False,False,False,https://api.github.com/repos/Paulescu/image-classification-with-local-vlms/contributors,https://api.github.com/repos/Paulescu/image-classification-with-local-vlms/collaborators{/collaborator},1,edge ai
Whisper-TikTok,MatteoFasulo/Whisper-TikTok,https://github.com/MatteoFasulo/Whisper-TikTok,"From AI tools to TikTok video creation using FFMPEG, Microsoft Edge read aloud and OpenAI Whisper model",130,2025-09-04T12:20:22Z,47,315,False,55,Python,28677,1.0,False,False,False,https://api.github.com/repos/MatteoFasulo/Whisper-TikTok/contributors,https://api.github.com/repos/MatteoFasulo/Whisper-TikTok/collaborators{/collaborator},7,edge ai
motion-ai,dcmartin/motion-ai,https://github.com/dcmartin/motion-ai,AI assisted motion detection for Home Assistant,10156,2025-10-08T19:02:02Z,3,305,False,29,Jupyter Notebook,361194,1.0,False,False,False,https://api.github.com/repos/dcmartin/motion-ai/contributors,https://api.github.com/repos/dcmartin/motion-ai/collaborators{/collaborator},4,edge ai
Webscout,OEvortex/Webscout,https://github.com/OEvortex/Webscout,"Webscout is the all-in-one search and AI toolkit you need. Discover insights with Yep.com, DuckDuckGo, and Phind; access cutting-edge AI models; transcribe YouTube videos; generate temporary emails and phone numbers; perform text-to-speech conversions; and much more!",997,2025-11-07T06:16:41Z,303,295,False,57,Python,10620,1.0,False,False,False,https://api.github.com/repos/OEvortex/Webscout/contributors,https://api.github.com/repos/OEvortex/Webscout/collaborators{/collaborator},14,edge ai
denser-retriever,denser-org/denser-retriever,https://github.com/denser-org/denser-retriever,"An enterprise-grade AI retriever designed to streamline AI integration into your applications, ensuring cutting-edge accuracy.",52,2025-06-26T00:17:10Z,52,291,False,42,Python,4680,1.0,False,False,False,https://api.github.com/repos/denser-org/denser-retriever/contributors,https://api.github.com/repos/denser-org/denser-retriever/collaborators{/collaborator},4,edge ai
ztachip,ztachip/ztachip,https://github.com/ztachip/ztachip,Opensource software/hardware platform to build edge AI solutions deployed on FPGA or custom ASIC hardware.,414,2025-04-06T14:17:07Z,63,274,False,41,VHDL,182116,1.0,False,False,False,https://api.github.com/repos/ztachip/ztachip/contributors,https://api.github.com/repos/ztachip/ztachip/collaborators{/collaborator},2,edge ai
unisondb,ankur-anand/unisondb,https://github.com/ankur-anand/unisondb,"A streaming multimodal database for Edge AI, and Edge Computing.",206,2025-11-15T08:04:29Z,0,265,False,8,Go,2825,1.0,False,False,False,https://api.github.com/repos/ankur-anand/unisondb/contributors,https://api.github.com/repos/ankur-anand/unisondb/collaborators{/collaborator},1,edge ai
cosdata,cosdata/cosdata,https://github.com/cosdata/cosdata,"Cosdata: A cutting-edge AI data platform for next-gen search pipelines. Features semantic search, hybrid capabilities, real-time scalability, and ML integration. Designed for immutability and version control to enhance AI projects. ",1073,2025-10-17T06:59:42Z,554,263,False,33,Rust,4085,1.0,False,False,False,https://api.github.com/repos/cosdata/cosdata/contributors,https://api.github.com/repos/cosdata/cosdata/collaborators{/collaborator},22,edge ai
cookbook,Liquid4All/cookbook,https://github.com/Liquid4All/cookbook,"Examples, end-2-end tutorials and apps built using Liquid AI Foundational Models (LFM) and the LEAP SDK",18,2025-11-11T11:24:37Z,0,258,False,26,,13262,1.0,False,False,False,https://api.github.com/repos/Liquid4All/cookbook/contributors,https://api.github.com/repos/Liquid4All/cookbook/collaborators{/collaborator},1,edge ai
hub,securade/hub,https://github.com/securade/hub,Securade.ai HUB - A generative AI based edge platform for computer vision that connects to existing CCTV cameras and makes them smart.,52,2025-07-15T06:15:56Z,0,237,False,25,Python,221605,1.0,False,False,False,https://api.github.com/repos/securade/hub/contributors,https://api.github.com/repos/securade/hub/collaborators{/collaborator},1,edge ai
finnts,microsoft/finnts,https://github.com/microsoft/finnts,Microsoft Finance Time Series Forecasting Framework (FinnTS) is a forecasting package that utilizes cutting-edge time series forecasting and parallelization on the cloud to produce accurate forecasts for financial data.,1102,2025-11-13T23:16:40Z,110,228,False,48,R,4873,1.0,False,False,False,https://api.github.com/repos/microsoft/finnts/contributors,https://api.github.com/repos/microsoft/finnts/collaborators{/collaborator},9,edge ai
TabMark-Bookmark-New-Tab,Alanrk/TabMark-Bookmark-New-Tab,https://github.com/Alanrk/TabMark-Bookmark-New-Tab,TabMark是一款基于书签的新标签页插件，将你的收藏夹变成新标签页，让你收藏的书签一目了然、整洁高效，快速直达你最需要的网站和资源。搭配智能 AI 搜索，更快找到你想要的答案。支持 Chrome 和 Edge。,45,2025-03-15T06:13:32Z,7,213,False,31,JavaScript,7293,1.0,False,False,False,https://api.github.com/repos/Alanrk/TabMark-Bookmark-New-Tab/contributors,https://api.github.com/repos/Alanrk/TabMark-Bookmark-New-Tab/collaborators{/collaborator},3,edge ai
Google-AI-Edge-Gallery,israel-ivase/Google-AI-Edge-Gallery,https://github.com/israel-ivase/Google-AI-Edge-Gallery,,58,2025-06-01T14:33:27Z,0,205,False,23,Kotlin,1041,1.0,False,False,False,https://api.github.com/repos/israel-ivase/Google-AI-Edge-Gallery/contributors,https://api.github.com/repos/israel-ivase/Google-AI-Edge-Gallery/collaborators{/collaborator},2,edge ai
insidebar-ai,xiaolai/insidebar-ai,https://github.com/xiaolai/insidebar-ai,A browser extension for Chrome/Edge,243,2025-10-25T12:17:28Z,0,191,False,24,JavaScript,11463,1.0,False,False,False,https://api.github.com/repos/xiaolai/insidebar-ai/contributors,https://api.github.com/repos/xiaolai/insidebar-ai/collaborators{/collaborator},2,edge ai
litert-samples,google-ai-edge/litert-samples,https://github.com/google-ai-edge/litert-samples,,228,2025-11-14T17:43:28Z,207,184,False,41,Kotlin,9658,1.0,False,False,False,https://api.github.com/repos/google-ai-edge/litert-samples/contributors,https://api.github.com/repos/google-ai-edge/litert-samples/collaborators{/collaborator},13,edge ai
holoscan-sdk,nvidia-holoscan/holoscan-sdk,https://github.com/nvidia-holoscan/holoscan-sdk,The AI sensor processing SDK for low latency streaming workflows,37,2025-11-10T19:27:13Z,11,178,False,46,C++,42124,1.0,False,False,False,https://api.github.com/repos/nvidia-holoscan/holoscan-sdk/contributors,https://api.github.com/repos/nvidia-holoscan/holoscan-sdk/collaborators{/collaborator},8,edge ai
edgeai-tidl-tools,TexasInstruments/edgeai-tidl-tools,https://github.com/TexasInstruments/edgeai-tidl-tools,Edgeai TIDL Tools and Examples - This repository contains Tools and example developed for Deep learning runtime (DLRT) offering provided by TI’s edge AI solutions. ,653,2025-11-06T15:13:18Z,158,174,False,41,Python,33717,1.0,False,False,False,https://api.github.com/repos/TexasInstruments/edgeai-tidl-tools/contributors,https://api.github.com/repos/TexasInstruments/edgeai-tidl-tools/collaborators{/collaborator},14,edge ai
toolmate,eliranwong/toolmate,https://github.com/eliranwong/toolmate,"ToolMate AI, developed by Eliran Wong, is a cutting-edge AI companion that seamlessly integrates agents, tools, and plugins to excel in conversations, generative work, and task execution. Supports custom workflow and plugins to automate multi-step actions.",348,2025-10-16T19:42:03Z,322,170,False,21,Python,41835,1.0,False,False,False,https://api.github.com/repos/eliranwong/toolmate/contributors,https://api.github.com/repos/eliranwong/toolmate/collaborators{/collaborator},2,edge ai
EdgeBox,BIGPPWONG/EdgeBox,https://github.com/BIGPPWONG/EdgeBox,"A fully-featured, GUI-powered local LLM Agent sandbox with complete MCP protocol support.   Features both CLI and full desktop environment, enabling AI agents to operate browsers, terminal, and other desktop applications just like humans. Based on E2B oss code.",60,2025-09-28T08:25:31Z,0,168,False,21,TypeScript,27857,1.0,False,False,False,https://api.github.com/repos/BIGPPWONG/EdgeBox/contributors,https://api.github.com/repos/BIGPPWONG/EdgeBox/collaborators{/collaborator},1,edge ai
ReEdgeGPT,Integration-Automation/ReEdgeGPT,https://github.com/Integration-Automation/ReEdgeGPT,Microsoft's Bing Chat AI,306,2024-12-18T10:04:54Z,150,160,False,26,Python,3132,1.0,False,True,False,https://api.github.com/repos/Integration-Automation/ReEdgeGPT/contributors,https://api.github.com/repos/Integration-Automation/ReEdgeGPT/collaborators{/collaborator},5,edge ai
ai-edge-apis,google-ai-edge/ai-edge-apis,https://github.com/google-ai-edge/ai-edge-apis,,116,2025-11-11T19:48:42Z,0,158,False,28,Python,2636,1.0,False,False,False,https://api.github.com/repos/google-ai-edge/ai-edge-apis/contributors,https://api.github.com/repos/google-ai-edge/ai-edge-apis/collaborators{/collaborator},11,edge ai
whitelightning,Inoxoft/whitelightning,https://github.com/Inoxoft/whitelightning,"WhiteLightning distills massive, state-of-the-art language models into lightweight, hyper-efficient text classifiers. It's a command-line tool that lets you create specialized models that run anywhere—from the cloud to the edge—using the universal ONNX format for maximum compatibility.",195,2025-08-01T09:09:22Z,0,157,False,4,Python,271525,1.0,False,False,False,https://api.github.com/repos/Inoxoft/whitelightning/contributors,https://api.github.com/repos/Inoxoft/whitelightning/collaborators{/collaborator},3,edge ai
awesome-gaussians,longxiang-ai/awesome-gaussians,https://github.com/longxiang-ai/awesome-gaussians,"This repository tracks the latest advancements in 3D Gaussian Splatting from Arxiv, with daily automated updates. Stay up-to-date with cutting-edge research in this exciting field!",369,2025-11-15T00:53:01Z,62,156,False,16,Python,29891,1.0,False,False,False,https://api.github.com/repos/longxiang-ai/awesome-gaussians/contributors,https://api.github.com/repos/longxiang-ai/awesome-gaussians/collaborators{/collaborator},2,edge ai
edgeai,TexasInstruments/edgeai,https://github.com/TexasInstruments/edgeai,Edge AI Software and Development Tools,70,2025-09-27T02:36:15Z,13,150,False,17,Shell,1663,1.0,False,False,False,https://api.github.com/repos/TexasInstruments/edgeai/contributors,https://api.github.com/repos/TexasInstruments/edgeai/collaborators{/collaborator},3,edge ai
